anchor	endpoint	alpha	beta	relation	n	direct	closed	formula_match	sign	cone_ok
right	x=0	1/2	2/3	beta_gt_alpha	59	19832667556745261067322275735807341051985626308633077565268469909272269440302787090249833728547225600/113799534796236182990435178657736665671236126246354674684735479953523206270966898871875954959408865025681	19832667556745261067322275735807341051985626308633077565268469909272269440302787090249833728547225600/113799534796236182990435178657736665671236126246354674684735479953523206270966898871875954959408865025681	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	59	-178649191202882547865675319713872316595347136964450038751547064291245221775458239987246397110531970213/14604895384792550721542527785502940794728527127435250117529092852007554849455614229982519056704548215193600	-178649191202882547865675319713872316595347136964450038751547064291245221775458239987246397110531970213/14604895384792550721542527785502940794728527127435250117529092852007554849455614229982519056704548215193600	true	negative	false
right	x=0	1/2	2/3	beta_gt_alpha	60	692692193689249118253792654967710058205936996925916270084498753904338776549111978371652729250722611200/4085528353618720987140128886536546008218993675240007936209129813276486976782954490268337855520755626801097	692692193689249118253792654967710058205936996925916270084498753904338776549111978371652729250722611200/4085528353618720987140128886536546008218993675240007936209129813276486976782954490268337855520755626801097	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	60	-3342708359305494658609309516475781391596931876673701348781545901499390844031443159844527180862344557/284003799412592138484054988536761123864434168739625670734644489100778898385135911132377618992796270592000	-3342708359305494658609309516475781391596931876673701348781545901499390844031443159844527180862344557/284003799412592138484054988536761123864434168739625670734644489100778898385135911132377618992796270592000	true	negative	false
right	x=0	1/2	2/3	beta_gt_alpha	61	5406378097086822386371064624138224844534142415031541620171697591448497768188191050705582277078810624/32761884629553153149029842570979133419041529323278946919407931380595529662352174409636210899631839003157	5406378097086822386371064624138224844534142415031541620171697591448497768188191050705582277078810624/32761884629553153149029842570979133419041529323278946919407931380595529662352174409636210899631839003157	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	61	-295152113779758136477746329468280481252626390299810332607278661086446213174343913600326224321007558587/26045226482715766846342603826785898188543231084414451755177153146803137998246610386774142619827170181120000	-295152113779758136477746329468280481252626390299810332607278661086446213174343913600326224321007558587/26045226482715766846342603826785898188543231084414451755177153146803137998246610386774142619827170181120000	true	negative	false
right	x=0	1/2	2/3	beta_gt_alpha	62	4065596329009290434551040597351945083089675096103719298369116588769270321677519670130597872363265589248/25301914953769766249554804093668344255381397308451240762758963221635601624370631993387965579918372959870575	4065596329009290434551040597351945083089675096103719298369116588769270321677519670130597872363265589248/25301914953769766249554804093668344255381397308451240762758963221635601624370631993387965579918372959870575	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	62	-7969107072053469684899150895643572993820912538094878980396523849334047755707285667208808056667204081849/729937164910328004619293828848568220217920266754461762829191192347634793553981881575247542004100703893585920	-7969107072053469684899150895643572993820912538094878980396523849334047755707285667208808056667204081849/729937164910328004619293828848568220217920266754461762829191192347634793553981881575247542004100703893585920	true	negative	false
right	x=0	1/2	2/3	beta_gt_alpha	63	583949731928262403695435063078854576174336213403569410263352953878107834843185505260198033603280563114868736/3730691454188490724198107199199116355423220888939210096746520850140504552708576575529075360862224337814036672025	583949731928262403695435063078854576174336213403569410263352953878107834843185505260198033603280563114868736/3730691454188490724198107199199116355423220888939210096746520850140504552708576575529075360862224337814036672025	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	63	-2347600356535339136556631307659949466994150265732589349121965659739385717725110184953522579580055223080775/223068797596596238211656194096122448098596433520163514720600828381437192910096863009395648836453175109879857152	-2347600356535339136556631307659949466994150265732589349121965659739385717725110184953522579580055223080775/223068797596596238211656194096122448098596433520163514720600828381437192910096863009395648836453175109879857152	true	negative	false
right	x=0	1/2	2/3	beta_gt_alpha	64	6811260995315915670584921957133509865605997970081328693758803920043883752980056885783073246914600766713888768/44652915240338533307154664518249217408725355175860030127038254711475523563862447465868623649082911919609243053825	6811260995315915670584921957133509865605997970081328693758803920043883752980056885783073246914600766713888768/44652915240338533307154664518249217408725355175860030127038254711475523563862447465868623649082911919609243053825	true	positive	true
left	x=1	1/2	2/3	beta_gt_alpha	64	-3568521956392434532658408416706562567627695610633743317113262583830857793004271355060227255580828891521557025/351556425012235671421570161895488978203387979227777699199666905529145016026312656102807542566250203973170654871552	-3568521956392434532658408416706562567627695610633743317113262583830857793004271355060227255580828891521557025/351556425012235671421570161895488978203387979227777699199666905529145016026312656102807542566250203973170654871552	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	1	8/45	8/45	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	1	-1/16	-1/16	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	2	64/525	64/525	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	2	-5/256	-5/256	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	3	1024/11025	1024/11025	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	3	-35/4096	-35/4096	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	4	16384/218295	16384/218295	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	4	-147/32768	-147/32768	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	5	131072/2081079	131072/2081079	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	5	-693/262144	-693/262144	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	6	1048576/19324305	1048576/19324305	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	6	-14157/8388608	-14157/8388608	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	7	33554432/703956825	33554432/703956825	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	7	-306735/268435456	-306735/268435456	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	8	1073741824/25264228275	1073741824/25264228275	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	8	-1738165/2147483648	-1738165/2147483648	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	9	8589934592/224009490705	8589934592/224009490705	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	9	-10207769/17179869184	-10207769/17179869184	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	10	68719476736/1967210618373	68719476736/1967210618373	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	10	-123421207/274877906944	-123421207/274877906944	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	11	1099511627776/34277154714075	1099511627776/34277154714075	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	11	-1528524179/4398046511104	-1528524179/4398046511104	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	12	17592186044416/593258446974375	17592186044416/593258446974375	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	12	-9658257175/35184372088832	-9658257175/35184372088832	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	13	140737488355328/5104630373416875	140737488355328/5104630373416875	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	13	-62088796125/281474976710656	-62088796125/281474976710656	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	14	1125899906842624/43705359101921625	1125899906842624/43705359101921625	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	14	-3241035157725/18014398509481984	-3241035157725/18014398509481984	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	15	72057594037927936/2980705490751054825	72057594037927936/2980705490751054825	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	15	-171393565105575/1152921504606846976	-171393565105575/1152921504606846976	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	16	4611686018427387904/202512637753968724875	4611686018427387904/202512637753968724875	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	16	-1145984425509825/9223372036854775808	-1145984425509825/9223372036854775808	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	17	36893488147419103232/1714077554845682998125	36893488147419103232/1714077554845682998125	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	17	-7740421119671625/73786976294838206464	-7740421119671625/73786976294838206464	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	18	295147905179352825856/14464408840013570563125	295147905179352825856/14464408840013570563125	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	18	-105514161578681625/1180591620717411303424	-105514161578681625/1180591620717411303424	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	19	4722366482869645213696/243458839317702098215125	4722366482869645213696/243458839317702098215125	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	19	-1450066049124167475/18889465931478580854784	-1450066049124167475/18889465931478580854784	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	20	75557863725914323419136/4087789844924845706221575	75557863725914323419136/4087789844924845706221575	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	20	-10037470184197159275/151115727451828646838272	-10037470184197159275/151115727451828646838272	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	21	604462909807314587353088/34241875973721110136531375	604462909807314587353088/34241875973721110136531375	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	21	-69944900927824473525/1208925819614629174706176	-69944900927824473525/1208925819614629174706176	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	22	4835703278458516698824704/286251255669644853512900625	4835703278458516698824704/286251255669644853512900625	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	22	-1961498308628121105375/38685626227668133590597632	-1961498308628121105375/38685626227668133590597632	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	23	154742504910672534362390528/9554154229089740545510291875	154742504910672534362390528/9554154229089740545510291875	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	23	-55314252303313015171575/1237940039285380274899124224	-55314252303313015171575/1237940039285380274899124224	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	24	4951760157141521099596496896/318344418913270154976402925275	4951760157141521099596496896/318344418913270154976402925275	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	24	-391965301706245765969653/9903520314283042199192993792	-391965301706245765969653/9903520314283042199192993792	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	25	39614081257132168796771975168/2647646044069443781234514175441	39614081257132168796771975168/2647646044069443781234514175441	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	25	-2790658942917117291048897/79228162514264337593543950336	-2790658942917117291048897/79228162514264337593543950336	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	26	316912650057057350374175801344/21988285522684981829910566442765	316912650057057350374175801344/21988285522684981829910566442765	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	26	-39910852501084486971985019/1267650600228229401496703205376	-39910852501084486971985019/1267650600228229401496703205376	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	27	5070602400912917605986812821504/364726323352473111305659395756975	5070602400912917605986812821504/364726323352473111305659395756975	true	positive	true
left	x=1	1/2	1	beta_gt_alpha	27	-573104113500794480410523795/20282409603651670423947251286016	-573104113500794480410523795/20282409603651670423947251286016	true	negative	false
right	x=0	1/2	1	beta_gt_alpha	28	81129638414606681695789005144064/6042239534159443710940554423303975	81129638414606681695789005144064/6042239534159443710940554423303975	true	positive	true
